timestamp,pulse_rate,blood_pressure_sys,resp_rate,pupil_diameter_left,pupil_diameter_right,fixation_duration,blink_rate,workload_intensity,gaze_x,gaze_y,alpha_power,theta_power,alpha_theta_ratio,skin_conductance
2025-01-01 08:00:00,62.38782909801992,110.03790240185542,13.785748691740274,3.091425638789028,3.497655432187556,338.25264716432207,16.022199928425326,25.816316792642855,496.5817724384692,390.9220612935531,24.635426457091626,16.386258192064005,1.5034198880756533,4.779531887327164
2025-01-01 08:00:15,63.88379066694059,113.02860746970286,13.333339376878033,3.644821196500264,3.2983716013144813,325.0317952725973,16.954106819414882,12.922102330960152,510.3597995372628,397.66160590227395,21.976342387535908,15.837530576925007,1.3876116785248729,4.471715617562393
2025-01-01 08:00:30,61.69351262402756,115.9934609219737,14.165220100685858,3.234482409054227,3.1613137669206854,336.08898020118824,17.574407989760026,31.648479438632894,480.621418566678,382.2135161747467,23.781829720692784,14.529791332485303,1.636763335170687,3.5741674553197225
2025-01-01 08:00:45,60.98009439635072,105.52201332149014,13.13727116097245,3.4599469886403442,3.078728298650012,323.08329736051394,18.99726688774254,27.208504468696397,499.22808728098903,390.18740831947196,24.085381600738533,14.674820953225762,1.6412726041092978,4.092498485153216
2025-01-01 08:01:00,65.769350307935,112.70802630916499,15.03192152508451,3.517575168334814,3.143884004285639,315.8959031205948,16.50923680585535,19.145147915770085,507.4243783827095,387.08519837938263,21.66282973060557,16.853224920480923,1.285381868029291,5.735423337190722
2025-01-01 08:01:15,61.3774835353115,109.61904891935063,14.46456882418575,3.186549677788492,2.9954354811237005,341.26768582152056,16.123352088420464,28.991303614654797,527.1403921336223,358.00135300892896,21.38703147233072,16.307446318619412,1.3114886938435952,6.034191511041647
2025-01-01 08:01:30,68.4745377527548,114.99426827005368,14.76536876503184,3.5678573963251825,2.9297351920893884,322.14576114135394,17.911845762794655,26.555804275630106,522.8265834177647,370.9565704942182,20.743223652160154,12.43417257285924,1.6682431847083692,3.184288227110417
2025-01-01 08:01:45,63.524990913667466,110.02070149259464,14.950176135726116,3.8434047710942525,3.3123925882691716,305.1337519399805,19.140134504948527,24.0042032198088,516.8166623871848,372.8292122387185,24.868139770050846,14.198045408733392,1.7515185403445848,4.621665408366134
2025-01-01 08:02:00,62.642149653935405,116.79961160856448,12.956363253405254,3.905635956178461,3.4891815349811703,327.46001021482687,18.85498459804182,18.463601844556333,506.94332387419814,364.546177314877,24.595992776784687,17.986800699057863,1.3674467843563203,6.130539728771196
2025-01-01 08:02:15,68.12671439933207,109.29341994420747,14.28361707228032,3.144985396692492,2.977217372205254,310.1085345196332,20.766118567522344,17.05106288545148,516.2678746227841,380.44208105416135,20.922532046448104,15.36588830807667,1.3616220310185863,5.297285918857858
2025-01-01 08:02:30,64.48671951168866,112.31316416805527,14.030580180145286,3.5197336257681298,3.1764099335149374,313.3491694763635,19.579457919680447,22.865754031542107,519.8821687305563,392.73956430893554,23.87116560621626,15.362634757722235,1.5538458072250332,3.8630466227930635
2025-01-01 08:02:45,69.02511329827918,116.1598838692574,13.81522789094684,3.2458747419951113,2.558435106210065,327.93818081435427,19.10299508360236,28.10563566864093,496.74644823923757,372.25768297739586,20.717135605026858,16.483121656470942,1.2568696656372567,3.1770512068657393
2025-01-01 08:03:00,69.32145047118496,111.87516350405457,12.712006578310334,3.9571712646870396,3.396870099853448,304.9877498320696,18.814216388481285,24.677142690604224,524.3394549007991,374.48332348239336,21.28473265192656,14.437674955683367,1.4742493315066538,6.83571473141232
2025-01-01 08:03:15,75.24706786415507,111.51941595814269,13.869994990889005,3.4564306055272476,3.583024729650208,319.39635697817806,18.718596583750028,20.83175274083151,472.8477784648008,385.8362569769908,22.60897619832289,14.571327606077377,1.5516071568450076,5.013275750467172
2025-01-01 08:03:30,61.52980688601554,120.86071675580673,14.665929747927859,3.362325764208447,3.368314241194112,314.2429500420876,18.336494336736617,25.17152428302952,484.41559692774945,381.76334772491947,22.848708399795896,12.9509340057109,1.7642517821278705,5.66616868495714
2025-01-01 08:03:45,65.7037401939539,106.47058542907098,14.639215262900045,3.911691528987613,3.2243033616266925,322.92895051634076,16.87975626575454,23.9631605036809,490.49482336654523,344.945871512067,22.18129079813451,13.949718531079908,1.5900887712332472,6.531729855665995
2025-01-01 08:04:00,60.545786904361385,110.08578991213774,15.44441555636127,3.1411494877208597,3.5335499877901766,285.15860361771064,17.69542578571317,18.63840290961561,452.68889350392,346.0632218449628,24.049089799779335,14.933080578437785,1.6104573783994953,5.782499167913742
2025-01-01 08:04:15,65.84650875622808,107.37723883538742,14.363015243320255,3.2397340033498887,3.378832879121557,304.22620518369104,18.89568730384833,24.72807888515817,521.8391975451771,370.4363906467866,21.416986527635622,16.545736813881856,1.2944111687831752,3.3417793088819816
2025-01-01 08:04:30,66.61538578275993,112.92563840161908,13.770823201838256,3.8155518022231925,3.4061404422019472,292.34953106258564,17.88882680434146,30.742098620951303,505.2920376151441,394.6819225647315,25.020072791942074,14.109707175728973,1.773252448142987,3.6848407841582986
2025-01-01 08:04:45,65.71578867071354,125.40655445335037,14.902431492043398,3.302606472478167,3.4712218507197705,341.4303562185352,17.96643268599064,29.563152004191274,548.6126879134338,364.3052834953944,22.339497258670047,15.939268814265558,1.4015383967096608,5.466597431441952
2025-01-01 08:05:00,63.04243381441919,121.54487611339897,14.348839910128369,2.982807789394085,3.1331461894880803,306.8883460946988,18.475656295993158,30.966657390487352,508.6313823632974,383.6521851214184,21.892982088040135,17.837032632889322,1.2273892490207219,5.463426075240731
2025-01-01 08:05:15,68.08684408366062,114.30826282855156,14.532837261311492,3.2175573797270984,3.3941901615904095,301.54310049303945,15.352945909543166,21.092893745100035,520.4742598461218,379.52203970907556,25.1258854641317,16.38311864212626,1.5336448458308163,4.576014092052557
2025-01-01 08:05:30,69.62025768430414,112.64202184064725,13.937584293454305,2.9411894929618327,3.192702691836345,323.2272380030357,16.705036995139146,24.1776482950473,455.1093249526684,376.31428274970074,20.447486596812002,13.13783843416805,1.5563813407564435,5.045219119588928
2025-01-01 08:05:45,65.11511339225216,108.99020893343493,14.433150055479578,3.0758153230640572,3.3588849911463923,327.51893515293443,16.956078092608628,24.148081574538214,493.0783509495914,377.4350346367325,23.077140427000835,14.612336620709984,1.5792915962730925,4.431111653007217
2025-01-01 08:06:00,63.0064802721235,114.38182473702122,15.447377881662375,3.3326647790898027,3.240008166529325,332.71847550338504,22.744714279395748,13.533853301432625,509.0092005354408,375.57295435804366,23.720145171780285,13.43173966608014,1.7659771378447708,6.642613559009162
2025-01-01 08:06:15,65.88021299355223,119.91606790637243,14.21535018899026,3.2515117566702365,3.1088299161942463,332.6695714619704,17.359000324733415,20.480611429922632,528.1428504740413,402.9326036257884,19.50839356611159,11.766412321503923,1.6579729685707738,3.6378850380750816
